cdvenda;cdempresa;cdcliente;cdcolaborador;dtvenda;dtaltera;cdusuarioaltera;cdenderecoentrega;observacao;cdvendasituacao;cdconta;valorfrete;frete;cdformapagamento;cdprazopagamento;cdpedidovenda;desconto;prazomedio;bonificacao;taxavenda;cdlocalarmazenagem;identificador;percentualdesconto;observacaointerna;comodato;cdcontato;valorusadovalecompra;cdpedidovendatipo;valorbrutorepresentacao;valordescontorepresentacao;presencacompradornfe;valoraproximadoimposto;valorfretecif;sinalizadosemreserva;intermediadornfe;operacaonfe;valorfretecte;emailautomaticofaturamentoenviadovendarealizada
55117;3;98;18981.0;2025-10-12;;238;92.0;nao_informado;2.0;;0.0;1.0;70.0;54.0;53992.0;0.0;false;false;0.0;1.0;2802;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55080;3;51;18981.0;2025-10-12;2026-01-13 16:07:48;238;47.0;nao_informado;2.0;;0.0;1.0;70.0;54.0;53956.0;;false;false;0.0;1.0;2796;0.0;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55113;3;91;18981.0;2025-10-12;;238;87.0;nao_informado;2.0;;0.0;1.0;70.0;48.0;53771.0;0.0;false;false;0.0;1.0;2799;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55081;5;61;373.0;2025-10-12;;373;57.0;nao_informado;2.0;;0.0;2.0;70.0;50.0;53964.0;0.0;false;false;0.0;2.0;879;;nao_informado;false;503.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55114;5;131;373.0;2025-10-12;2026-01-13 22:06:48;373;125.0;nao_informado;2.0;;0.0;2.0;70.0;69.0;54022.0;0.0;false;false;0.0;2.0;880;;nao_informado;false;17362.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55118;3;108;18981.0;2025-10-12;;238;102.0;nao_informado;2.0;;0.0;1.0;70.0;50.0;53993.0;0.0;false;false;0.0;1.0;2803;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55145;3;105;18981.0;2025-11-12;2026-01-13 05:36:06;238;99.0;nao_informado;2.0;2;0.0;1.0;2.0;55.0;53990.0;0.0;false;false;0.0;1.0;2804;;nao_informado;false;2713.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55148;3;62;18981.0;2025-11-12;2026-01-13 12:50:00;238;58.0;nao_informado;2.0;;0.0;1.0;70.0;54.0;54056.0;0.0;false;false;0.0;1.0;2805;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55149;3;56;18981.0;2025-11-12;;238;52.0;nao_informado;2.0;;0.0;1.0;70.0;50.0;54055.0;0.0;false;false;0.0;1.0;2806;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55146;5;76;373.0;2025-11-12;;373;72.0;nao_informado;2.0;3;0.0;1.0;2.0;80.0;54088.0;0.0;false;false;0.0;2.0;881;;nao_informado;false;2644.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55147;5;77;373.0;2025-11-12;;373;73.0;"usar prazo de pagamento
 60 dias"" nas compras até r$: 1.000,00.";;;;;;;;;;;;;;;nao_informado;;;0.0;;;;;0.0;;;;;0.0;
55150;5;131;373.0;2025-11-12;;373;125.0;nao_informado;2.0;;0.0;2.0;70.0;69.0;54090.0;0.0;false;false;0.0;2.0;883;;nao_informado;false;17362.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55211;3;51;18981.0;2025-12-12;;238;47.0;nao_informado;2.0;;0.0;1.0;70.0;54.0;54091.0;0.0;false;false;0.0;1.0;2809;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55178;3;125;18981.0;2025-12-12;2026-01-13 11:49:36;238;119.0;nao_informado;2.0;;0.0;1.0;70.0;55.0;54057.0;0.0;false;false;0.0;1.0;2807;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55179;3;125;18981.0;2025-12-12;2026-01-13 14:57:00;238;119.0;nao_informado;2.0;;0.0;1.0;70.0;55.0;54058.0;0.0;false;false;0.0;1.0;2808;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55706;3;67;18981.0;2026-05-01;;238;63.0;nao_informado;2.0;2;0.0;1.0;2.0;49.0;54452.0;0.0;false;false;0.0;1.0;2847;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55708;5;15448;373.0;2026-05-01;;373;15115.0;nao_informado;2.0;3;0.0;2.0;2.0;54.0;54461.0;0.0;false;false;0.0;2.0;888;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55707;3;1027;18981.0;2026-05-01;;238;;nao_informado;2.0;;0.0;1.0;70.0;48.0;54451.0;0.0;false;false;0.0;1.0;2848;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55709;3;55;18981.0;2026-05-01;2026-01-13 17:21:30;238;51.0;nao_informado;2.0;;0.0;1.0;70.0;50.0;54453.0;0.0;false;false;0.0;1.0;2849;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55710;3;55;18981.0;2026-05-01;2026-01-13 22:23:54;238;51.0;nao_informado;2.0;;0.0;1.0;70.0;50.0;54454.0;0.0;false;false;0.0;1.0;2850;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55711;3;140;18981.0;2026-05-01;;238;134.0;nao_informado;2.0;2;0.0;1.0;2.0;49.0;54458.0;0.0;false;false;0.0;1.0;2851;;nao_informado;false;2479.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55712;3;140;18981.0;2026-05-01;;238;134.0;nao_informado;5.0;2;0.0;1.0;2.0;49.0;54459.0;0.0;false;false;0.0;1.0;2852;;nao_informado;false;2479.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55713;3;140;18981.0;2026-05-01;;238;134.0;nao_informado;5.0;2;0.0;1.0;2.0;49.0;54457.0;0.0;false;false;0.0;1.0;2853;;nao_informado;false;2479.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55714;3;112;373.0;2026-05-01;2026-01-13 17:23:06;373;106.0;nao_informado;2.0;;0.0;2.0;70.0;63.0;54462.0;0.0;false;false;0.0;1.0;2854;;nao_informado;false;9574.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55715;5;6406;373.0;2026-05-01;;373;6172.0;nao_informado;2.0;3;0.0;2.0;2.0;50.0;54463.0;0.0;false;false;0.0;2.0;889;;nao_informado;false;12049.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55716;3;54;18981.0;2026-05-01;;238;50.0;nao_informado;2.0;;0.0;1.0;70.0;50.0;54455.0;0.0;false;false;0.0;1.0;2855;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55717;3;54;18981.0;2026-05-01;;238;50.0;nao_informado;2.0;;0.0;1.0;70.0;50.0;54456.0;0.0;false;false;0.0;1.0;2856;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55739;5;6307;373.0;2026-05-01;2026-01-13 11:07:36;373;6073.0;atenção - data de vencimento do boleto sempre as sexta-feira;2.0;3;0.0;1.0;2.0;49.0;54484.0;0.0;false;false;0.0;2.0;890;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55772;5;24424;373.0;2026-05-01;2026-01-13 06:02:48;373;24025.0;nao_informado;2.0;3;0.0;2.0;2.0;55.0;54517.0;0.0;false;false;0.0;2.0;891;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55805;3;72;18981.0;2026-05-01;;238;68.0;nao_informado;2.0;;0.0;1.0;70.0;50.0;54550.0;0.0;false;false;0.0;1.0;2857;;nao_informado;false;18718.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55838;3;118;18981.0;2026-05-01;;238;112.0;nao_informado;2.0;;0.0;1.0;70.0;377.0;54460.0;0.0;false;false;0.0;1.0;2858;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55905;3;118;18981.0;2026-06-01;2026-01-13 09:05:36;238;112.0;nao_informado;2.0;;0.0;1.0;70.0;377.0;54460.0;0.0;false;false;0.0;1.0;2860;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55937;3;53;18981.0;2026-06-01;2026-01-13 21:23:00;238;49.0;nao_informado;2.0;;0.0;1.0;70.0;50.0;54620.0;0.0;false;false;0.0;1.0;2861;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55938;5;3568;373.0;2026-06-01;;373;3268.0;nao_informado;2.0;3;0.0;2.0;2.0;48.0;54649.0;0.0;false;false;0.0;2.0;893;;nao_informado;false;3569.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55939;3;111;18981.0;2026-06-01;;238;105.0;nao_informado;2.0;;0.0;1.0;70.0;63.0;54619.0;0.0;false;false;0.0;1.0;2862;;nao_informado;false;1853.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55871;5;61;373.0;2026-06-01;;373;57.0;nao_informado;2.0;;0.0;2.0;70.0;50.0;54583.0;0.0;false;false;0.0;2.0;892;;nao_informado;false;503.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55904;3;45;18981.0;2026-06-01;;238;41.0;nao_informado;2.0;2;0.0;1.0;2.0;54.0;54618.0;0.0;false;false;0.0;1.0;2859;;nao_informado;false;469.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55940;3;51;18981.0;2026-06-01;2026-01-13 01:18:06;238;47.0;nao_informado;2.0;;0.0;1.0;70.0;54.0;54621.0;;false;false;0.0;1.0;2863;0.0;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55941;3;51;18981.0;2026-06-01;2026-01-13 06:12:18;238;47.0;nao_informado;2.0;;0.0;1.0;70.0;54.0;54621.0;0.0;false;false;0.0;1.0;2864;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55943;3;50;18981.0;2026-06-01;;238;46.0;nao_informado;2.0;;0.0;1.0;70.0;48.0;54617.0;0.0;false;false;0.0;1.0;2866;;nao_informado;false;500.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55942;3;50;18981.0;2026-06-01;;238;46.0;nao_informado;5.0;;0.0;1.0;70.0;48.0;54617.0;;false;false;0.0;1.0;2865;0.0;nao_informado;false;500.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55971;3;121;373.0;2026-07-01;2026-01-13 12:01:06;373;115.0;nao_informado;2.0;;0.0;2.0;70.0;50.0;54687.0;0.0;false;false;0.0;1.0;2868;;nao_informado;false;2714.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55972;3;49;18981.0;2026-07-01;;238;45.0;nao_informado;2.0;;0.0;1.0;70.0;48.0;54688.0;0.0;false;false;0.0;1.0;2869;;nao_informado;false;501.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55977;3;99;18981.0;2026-07-01;2026-01-13 11:58:12;238;93.0;nao_informado;2.0;;0.0;1.0;70.0;54.0;54682.0;0.0;false;false;0.0;1.0;2873;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55970;3;90;18981.0;2026-07-01;2026-01-13 17:09:24;238;86.0;nao_informado;2.0;2;0.0;1.0;2.0;48.0;54686.0;0.0;false;false;0.0;1.0;2867;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55973;3;51;18981.0;2026-07-01;2026-01-13 14:39:48;238;47.0;nao_informado;2.0;;0.0;1.0;70.0;54.0;54685.0;0.0;false;false;0.0;1.0;2870;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55980;3;108;18981.0;2026-07-01;;238;102.0;nao_informado;2.0;;0.0;1.0;70.0;50.0;54684.0;0.0;false;false;0.0;1.0;2874;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55974;5;15119;373.0;2026-07-01;;373;14859.0;nao_informado;2.0;3;0.0;2.0;2.0;49.0;54689.0;0.0;false;false;0.0;2.0;894;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55978;5;131;373.0;2026-07-01;;373;125.0;nao_informado;2.0;;0.0;2.0;70.0;69.0;54690.0;0.0;false;false;0.0;2.0;895;;nao_informado;false;17362.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55975;3;98;18981.0;2026-07-01;2026-01-13 03:03:48;238;92.0;nao_informado;2.0;;0.0;1.0;70.0;54.0;54683.0;;false;false;0.0;1.0;2871;0.0;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55976;3;98;18981.0;2026-07-01;2026-01-13 08:12:54;238;92.0;nao_informado;2.0;;0.0;1.0;70.0;54.0;54683.0;;false;false;0.0;1.0;2872;0.0;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55979;5;77;373.0;2026-07-01;;373;73.0;"usar prazo de pagamento
 60 dias"" nas compras até r$: 1.000,00.";;;;;;;;;;;;;;;nao_informado;;;0.0;;;;;0.0;;;;;0.0;
55981;3;98;18981.0;2026-07-01;;238;92.0;nao_informado;2.0;;0.0;1.0;70.0;54.0;54683.0;;false;false;0.0;1.0;2875;0.0;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55982;3;98;18981.0;2026-07-01;;238;92.0;nao_informado;2.0;;0.0;1.0;70.0;54.0;54683.0;0.0;false;false;0.0;1.0;2876;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
55983;5;3568;373.0;2026-07-01;2026-01-13 22:52:24;373;3268.0;nao_informado;2.0;3;0.0;1.0;2.0;48.0;54692.0;0.0;false;false;0.0;2.0;897;;nao_informado;false;3569.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56037;3;62;18981.0;2026-08-01;;238;58.0;nao_informado;2.0;;0.0;1.0;70.0;54.0;54718.0;0.0;false;false;0.0;1.0;2879;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56003;3;51;18981.0;2026-08-01;2026-01-13 18:26:42;238;47.0;nao_informado;5.0;;0.0;1.0;70.0;54.0;54621.0;0.0;false;false;0.0;1.0;2877;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56036;3;113;18981.0;2026-08-01;;238;107.0;nao_informado;2.0;;0.0;1.0;70.0;63.0;54716.0;0.0;false;false;0.0;1.0;2878;;nao_informado;false;2909.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56038;3;48;18981.0;2026-08-01;;238;44.0;nao_informado;5.0;;0.0;1.0;70.0;69.0;54722.0;0.0;false;false;0.0;1.0;2880;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56039;3;62;18981.0;2026-08-01;;238;58.0;nao_informado;2.0;;0.0;1.0;70.0;54.0;54717.0;0.0;false;false;0.0;1.0;2881;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56040;3;132;18981.0;2026-08-01;2026-01-13 13:22:54;238;126.0;nao_informado;2.0;2;0.0;1.0;2.0;49.0;54715.0;0.0;false;false;0.0;1.0;2882;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56041;3;125;18981.0;2026-08-01;;238;119.0;nao_informado;2.0;;0.0;1.0;70.0;55.0;54719.0;0.0;false;false;0.0;1.0;2883;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56042;3;125;18981.0;2026-08-01;2026-01-13 08:12:12;238;119.0;nao_informado;2.0;;0.0;1.0;70.0;55.0;54720.0;0.0;false;false;0.0;1.0;2884;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56069;3;122;18981.0;2026-09-01;2026-01-13 10:09:48;238;116.0;nao_informado;2.0;;0.0;1.0;70.0;55.0;54721.0;;false;false;0.0;1.0;2884;0.0;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56070;3;122;18981.0;2026-09-01;2026-01-13 14:10:48;238;116.0;nao_informado;2.0;;0.0;1.0;70.0;55.0;54721.0;0.0;false;false;0.0;1.0;2885;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56102;5;131;373.0;2026-09-01;2026-01-13 05:22:54;373;125.0;nao_informado;2.0;;0.0;2.0;70.0;69.0;54751.0;0.0;false;false;0.0;2.0;898;;nao_informado;false;17362.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56135;3;90;18981.0;2026-09-01;2026-01-13 20:53:12;238;86.0;nao_informado;2.0;2;0.0;1.0;2.0;57.0;54750.0;0.0;false;false;0.0;1.0;2886;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56136;3;111;18981.0;2026-09-01;2026-01-13 23:04:06;238;105.0;nao_informado;2.0;;0.0;1.0;70.0;63.0;54748.0;0.0;false;false;0.0;1.0;2887;;nao_informado;false;1853.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56137;3;73;18981.0;2026-09-01;2026-01-13 23:55:06;238;69.0;nao_informado;2.0;;0.0;1.0;70.0;49.0;54752.0;0.0;false;false;0.0;1.0;2888;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56138;3;63;18981.0;2026-09-01;;238;59.0;nao_informado;2.0;;0.0;1.0;70.0;48.0;54749.0;0.0;false;false;0.0;1.0;2889;;nao_informado;false;506.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56168;5;2116;373.0;2026-10-01;;373;;nao_informado;2.0;3;0.0;1.0;2.0;49.0;54753.0;0.0;false;false;0.0;2.0;899;;nao_informado;false;2117.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56169;5;74;373.0;2026-10-01;2026-01-13 05:25:48;373;70.0;nao_informado;2.0;3;0.0;1.0;2.0;49.0;54754.0;0.0;false;false;0.0;2.0;900;;nao_informado;false;570.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56170;5;3568;373.0;2026-10-01;2026-01-13 14:29:06;373;3268.0;nao_informado;2.0;3;0.0;2.0;2.0;48.0;54755.0;0.0;false;false;0.0;2.0;901;;nao_informado;false;3569.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56171;3;41;373.0;2026-10-01;;373;38.0;nao_informado;2.0;2;0.0;1.0;2.0;70.0;54756.0;0.0;false;false;0.0;1.0;2890;;nao_informado;false;466.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56201;5;131;373.0;2026-10-01;;373;125.0;nao_informado;2.0;;0.0;2.0;70.0;69.0;54781.0;0.0;false;false;0.0;2.0;902;;nao_informado;false;17362.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56234;5;6307;373.0;2026-10-01;2026-01-13 13:18:36;373;6073.0;atenção - data de vencimento do boleto sempre as sexta-feira;2.0;3;0.0;1.0;2.0;49.0;54757.0;0.0;false;false;0.0;2.0;903;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56301;3;9112;18981.0;2026-12-01;;238;;nao_informado;2.0;;0.0;1.0;70.0;50.0;54847.0;0.0;false;false;0.0;1.0;2892;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56267;5;77;373.0;2026-12-01;2026-01-13 21:58:12;373;73.0;"usar prazo de pagamento
 60 dias"" nas compras até r$: 1.000,00.";;;;;;;;;;;;;;;nao_informado;;;0.0;;;;;0.0;;;;;0.0;
56300;3;127;18981.0;2026-12-01;;238;121.0;nao_informado;2.0;2;0.0;1.0;2.0;49.0;54815.0;0.0;false;false;0.0;1.0;2891;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56370;3;55;18981.0;2026-12-01;2026-01-13 02:34:06;238;51.0;nao_informado;2.0;;0.0;1.0;70.0;50.0;54854.0;0.0;false;false;0.0;1.0;2897;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56302;3;67;18981.0;2026-12-01;;238;63.0;nao_informado;2.0;2;0.0;1.0;2.0;49.0;54848.0;0.0;false;false;0.0;1.0;2893;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56303;5;140;373.0;2026-12-01;;373;134.0;nao_informado;2.0;3;0.0;1.0;2.0;49.0;54856.0;0.0;false;false;0.0;2.0;905;;nao_informado;false;2479.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56333;3;136;18981.0;2026-12-01;;238;130.0;nao_informado;2.0;2;0.0;1.0;2.0;56.0;54850.0;0.0;false;false;0.0;1.0;2894;;nao_informado;false;2908.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56367;5;61;373.0;2026-12-01;;373;57.0;nao_informado;5.0;;0.0;2.0;70.0;50.0;54880.0;0.0;false;false;0.0;2.0;907;;nao_informado;false;503.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56366;5;61;373.0;2026-12-01;;373;57.0;nao_informado;2.0;;0.0;2.0;70.0;50.0;54881.0;0.0;false;false;0.0;2.0;906;;nao_informado;false;503.0;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56368;3;54;18981.0;2026-12-01;;238;50.0;nao_informado;2.0;;0.0;1.0;70.0;50.0;54852.0;0.0;false;false;0.0;1.0;2895;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
56369;3;55;18981.0;2026-12-01;2026-01-13 00:33:18;238;51.0;nao_informado;2.0;;0.0;1.0;70.0;50.0;54853.0;0.0;false;false;0.0;1.0;2896;;nao_informado;false;;0.0;1;0.0;0.0;4.0;0.0;0.0;false;0.0;0.0;0.0;false
